Category,Name,Phone,Google Maps URL,Website,email,Business Status,Address,Total Reviews,Booking Links,Rating,Hours
Bar Olahraga,Sekretariat MS JAGA LAWANG,,https://www.google.com/maps/place/Sekretariat+MS+JAGA+LAWANG/data=!4m7!3m6!1s0x2e69ef0072d13d7d:0x3486f291ad6cde28!8m2!3d-6.3436094!4d106.7323522!16s%2Fg%2F11wxmsynyg!19sChIJfT3RcgDvaS4RKN5srZHyhjQ?authuser=0&hl=id&rclk=1,,,,,,,,
Bar,GOTEAM BEKASI,,https://www.google.com/maps/place/GOTEAM+BEKASI/data=!4m7!3m6!1s0x2e698df7afbe164f:0x31272e7cc6ea8eeb!8m2!3d-6.2340039!4d107.0007861!16s%2Fg%2F11l4ntrvbq!19sChIJTxa-r_eNaS4R647qxnwuJzE?authuser=0&hl=id&rclk=1,,,Buka 24 jam,,(22),,"5,0 bintang",RabuBuka 24 jamKamisBuka 24 jamJumatBuka 24 jamSabtuBuka 24 jamMingguBuka 24 jamSeninBuka 24 jamSelasaBuka 24 jamSarankan jam buka baru
Bar Olahraga,MONCERHERBALSTORE,,https://www.google.com/maps/place/MONCERHERBALSTORE/data=!4m7!3m6!1s0x2e69f5a167708c9b:0x16017c8b4ed41a8c!8m2!3d-6.1771956!4d106.8938424!16s%2Fg%2F11wnwm5k4w!19sChIJm4xwZ6H1aS4RjBrUTot8ARY?authuser=0&hl=id&rclk=1,,,Buka 24 jam,,,,,RabuBuka 24 jamKamisBuka 24 jamJumatBuka 24 jamSabtuTutupMingguTutupSeninBuka 24 jamSelasaBuka 24 jamSarankan jam buka baru
Bar Olahraga,Drakula Billiards & Cafe,,https://www.google.com/maps/place/Drakula+Billiards+%26+Cafe/data=!4m7!3m6!1s0x2e69c50f1fb7d121:0x40d3e79086a065df!8m2!3d-6.569194!4d106.8080926!16s%2Fg%2F11x2qtv6gh!19sChIJIdG3Hw_FaS4R32WghpDn00A?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 22.00,,(17),,"4,5 bintang",Rabu11.00–22.00Kamis11.00–22.00Jumat11.00–22.00Sabtu11.00–22.00Minggu11.00–22.00Senin11.00–22.00Selasa11.00–22.00Sarankan jam buka baru
Bar Olahraga,IKS.PI KERA SAKTI BOJONG INDAH,,https://www.google.com/maps/place/IKS.PI+KERA+SAKTI+BOJONG+INDAH/data=!4m7!3m6!1s0x2e69f70011fcaaaf:0x20b808cbe1e6f37c!8m2!3d-6.1614592!4d106.7410428!16s%2Fg%2F11lzdwfz4f!19sChIJr6r8EQD3aS4RfPPm4csIuCA?authuser=0&hl=id&rclk=1,,,,,(1),,"5,0 bintang",
Bar Olahraga,Tempat pull up,,https://www.google.com/maps/place/Tempat+pull+up/data=!4m7!3m6!1s0x2e698d77805afe93:0x21e66e220e353d42!8m2!3d-6.2479201!4d106.9841498!16s%2Fg%2F11v1880y6b!19sChIJk_5agHeNaS4RQj01DiJu5iE?authuser=0&hl=id&rclk=1,,,,,,,,
Bar Olahraga,My Bestie,,https://www.google.com/maps/place/My+Bestie/data=!4m7!3m6!1s0x2e69fba9733108a7:0x99e488d16ece56ec!8m2!3d-6.239807!4d106.6902497!16s%2Fg%2F11khd_hp56!19sChIJpwgxc6n7aS4R7FbObtGI5Jk?authuser=0&hl=id&rclk=1,,,Tutup⋅ Buka Kam pukul 07.16,,,,,Rabu07.16–08.00Kamis07.16–08.00Jumat07.16–08.00Sabtu07.16–08.00MingguTutupSenin07.16–08.00Selasa07.16–08.00Sarankan jam buka baru
Restoran,ENIGMA Sumarecon Serpong,,https://www.google.com/maps/place/ENIGMA+Sumarecon+Serpong/data=!4m7!3m6!1s0x2e69fc0ac0c51f1d:0x94df79d99f171d03!8m2!3d-6.2434285!4d106.6274354!16s%2Fg%2F11bwfzcx30!19sChIJHR_FwAr8aS4RAx0Xn9l535Q?authuser=0&hl=id&rclk=1,,,Buka⋅ Tutup pukul 04.00,,(268),,"4,3 bintang",Rabu10.00–04.00Kamis10.00–04.00Jumat10.00–04.00Sabtu10.00–03.45Minggu10.00–04.00Senin10.00–04.00Selasa10.00–04.00Sarankan jam buka baru
Bar Olahraga,Padepokan Persinas Asad BIM,,https://www.google.com/maps/place/Padepokan+Persinas+Asad+BIM/data=!4m7!3m6!1s0x2e69f100182fea09:0x3254a38c1e1d4d49!8m2!3d-6.2759099!4d106.7418595!16s%2Fg%2F11vwl61vf9!19sChIJCeovGADxaS4RSU0dHoyjVDI?authuser=0&hl=id&rclk=1,,,,,,,,
Bar Olahraga,Brotherland 2,,https://www.google.com/maps/place/Brotherland+2/data=!4m7!3m6!1s0x2e69970043a68ac3:0x4a8395ea7e05f453!8m2!3d-6.4521893!4d107.039241!16s%2Fg%2F11mdgnhnb4!19sChIJw4qmQwCXaS4RU_QFfuqVg0o?authuser=0&hl=id&rclk=1,,,,,,,,
Bar Olahraga,PB CHEVER,,https://www.google.com/maps/place/PB+CHEVER/data=!4m7!3m6!1s0x2e69979014aff7a5:0xe6a567448ac8567a!8m2!3d-6.3945434!4d107.0926464!16s%2Fg%2F11n72d9lgc!19sChIJpfevFJCXaS4RelbIikRnpeY?authuser=0&hl=id&rclk=1,,,Buka 24 jam,,(2),,"3,5 bintang",RabuBuka 24 jamKamisBuka 24 jamJumatBuka 24 jamSabtuBuka 24 jamMingguBuka 24 jamSeninBuka 24 jamSelasaBuka 24 jamSarankan jam buka baru
Lapangan Bulutangkis,"PB TUNAS BARU, DAMAN IDOL",,"https://www.google.com/maps/place/PB+TUNAS+BARU,+DAMAN+IDOL/data=!4m7!3m6!1s0x2e69ed46a5ce8ce9:0x5d7a06ee8665f33a!8m2!3d-6.312442!4d106.8954393!16s%2Fg%2F11bwyf4jsy!19sChIJ6YzOpUbtaS4ROvNlhu4Gel0?authuser=0&hl=id&rclk=1",,,,,(16),,"3,8 bintang",
Bar Olahraga,Jual Gawang Futsal Portable,,https://www.google.com/maps/place/Jual+Gawang+Futsal+Portable/data=!4m7!3m6!1s0x2e698d53e446fdf1:0x77eb403d0ec6fcc7!8m2!3d-6.2955233!4d106.9277836!16s%2Fg%2F11j4jt6z1f!19sChIJ8f1G5FONaS4Rx_zGDj1A63c?authuser=0&hl=id&rclk=1,,,,,,,,
Bar Olahraga,Padel Engineers,,https://www.google.com/maps/place/Padel+Engineers/data=!4m7!3m6!1s0x2e69c528e37642ab:0xd39ddc3056df4b21!8m2!3d-6.5547248!4d106.7676988!16s%2Fg%2F11yfdgyxnz!19sChIJq0J24yjFaS4RIUvfVjDcndM?authuser=0&hl=id&rclk=1,,,,,,,,
Bar Olahraga,PSHT RANTING CIPONDOH,,https://www.google.com/maps/place/PSHT+RANTING+CIPONDOH/data=!4m7!3m6!1s0x2e69f9000dd505db:0x50087b48dc0e6f53!8m2!3d-6.1977599!4d106.6787528!16s%2Fg%2F11x_l7lwz8!19sChIJ2wXVDQD5aS4RU28O3Eh7CFA?authuser=0&hl=id&rclk=1,,,,,,,,
Bar Dengan Pentas Musik,Club brewhuorse,,https://www.google.com/maps/place/Club+brewhuorse/data=!4m7!3m6!1s0x2e698f1181d53801:0x85647d212b0f7cb7!8m2!3d-6.2724802!4d107.0505303!16s%2Fg%2F11sg_780pv!19sChIJATjVgRGPaS4Rt3wPKyF9ZIU?authuser=0&hl=id&rclk=1,,,Buka 24 jam,,(2),,"5,0 bintang",RabuBuka 24 jamKamisBuka 24 jamJumatBuka 24 jamSabtuBuka 24 jamMingguBuka 24 jamSeninBuka 24 jamSelasaBuka 24 jamSarankan jam buka baru
Bar Olahraga,Lapangan Tenis Meja RT001/013,,https://www.google.com/maps/place/Lapangan+Tenis+Meja+RT001%2F013/data=!4m7!3m6!1s0x2e69f5b768bb65cb:0xd06d7d7256c507f4!8m2!3d-6.1855163!4d106.8631893!16s%2Fg%2F11s5d05rbj!19sChIJy2W7aLf1aS4R9AfFVnJ9bdA?authuser=0&hl=id&rclk=1,,,Tutup⋅ Buka pukul 22.00,,(3),,"5,0 bintang",Rabu22.00–02.50Kamis22.00–00.00Jumat22.00–00.00Sabtu22.00–02.50Minggu22.00–02.50Senin22.00–02.50Selasa22.00–02.50Sarankan jam buka baru
Lounge,Bass One Entertainment,,https://www.google.com/maps/place/Bass+One+Entertainment/data=!4m7!3m6!1s0x2e698d6a1bbdf081:0x56ceeceb2d7c1aec!8m2!3d-6.2198557!4d106.95099!16s%2Fg%2F11rqkypxdm!19sChIJgfC9G2qNaS4R7Bp8LevszlY?authuser=0&hl=id&rclk=1,,,Tutup⋅ Buka pukul 20.00,,(15),,"4,8 bintang",Rabu20.00–04.00Kamis20.00–04.00Jumat20.00–04.00Sabtu20.00–04.00Minggu20.00–04.00Senin20.00–04.00Selasa20.00–04.00Sarankan jam buka baru
Bar Olahraga,Lapangan volley sauk girang,,https://www.google.com/maps/place/Lapangan+volley+sauk+girang/data=!4m7!3m6!1s0x2e69e5007e2d596b:0xf1fb065b2e8dd63e!8m2!3d-6.3291893!4d106.6313393!16s%2Fg%2F11ldqr445s!19sChIJa1ktfgDlaS4RPtaNLlsG-_E?authuser=0&hl=id&rclk=1,,,,,(2),,"5,0 bintang",
Bar Olahraga,Lapangan Pasben,,https://www.google.com/maps/place/Lapangan+Pasben/data=!4m7!3m6!1s0x2e698d003a946e1d:0x74e410a04f0d7160!8m2!3d-6.2271821!4d106.9164701!16s%2Fg%2F11y48hrjd7!19sChIJHW6UOgCNaS4RYHENT6AQ5HQ?authuser=0&hl=id&rclk=1,,,,,,,,
